image,cultivar,file_path,is_exist,label_index
2017-06-27__12-53-45-635.jpeg,PI_302252,../input/sorghum-id-fgvc-9/train_images/2017-06-27__12-53-45-635.png,True,93
2017-06-17__13-16-41-077.jpeg,PI_146890,../input/sorghum-id-fgvc-9/train_images/2017-06-17__13-16-41-077.png,True,36
2017-06-16__10-55-32-606.jpeg,PI_251672,../input/sorghum-id-fgvc-9/train_images/2017-06-16__10-55-32-606.png,True,18
2017-06-04__13-45-30-513.jpeg,PI_156871,../input/sorghum-id-fgvc-9/train_images/2017-06-04__13-45-30-513.png,True,31
2017-06-09__12-51-08-624.jpeg,PI_267573,../input/sorghum-id-fgvc-9/train_images/2017-06-09__12-51-08-624.png,True,63
2017-06-28__11-19-45-494.jpeg,PI_273465,../input/sorghum-id-fgvc-9/train_images/2017-06-28__11-19-45-494.png,True,35
2017-06-15__13-52-31-701.jpeg,PI_152860,../input/sorghum-id-fgvc-9/train_images/2017-06-15__13-52-31-701.png,True,51
2017-06-12__14-37-06-659.jpeg,PI_156330,../input/sorghum-id-fgvc-9/train_images/2017-06-12__14-37-06-659.png,True,5
2017-06-12__14-29-47-609.jpeg,PI_329301,../input/sorghum-id-fgvc-9/train_images/2017-06-12__14-29-47-609.png,True,71
2017-06-16__12-07-54-662.jpeg,PI_152828,../input/sorghum-id-fgvc-9/train_images/2017-06-16__12-07-54-662.png,True,15
2017-06-04__12-48-07-690.jpeg,PI_156890,../input/sorghum-id-fgvc-9/train_images/2017-06-04__12-48-07-690.png,True,97
2017-06-17__12-40-33-881.jpeg,PI_181080,../input/sorghum-id-fgvc-9/train_images/2017-06-17__12-40-33-881.png,True,76
2017-06-30__12-22-08-362.jpeg,PI_156463,../input/sorghum-id-fgvc-9/train_images/2017-06-30__12-22-08-362.png,True,11
2017-06-03__11-11-55-781.jpeg,PI_145633,../input/sorghum-id-fgvc-9/train_images/2017-06-03__11-11-55-781.png,True,8
2017-06-28__11-32-26-123.jpeg,PI_152694,../input/sorghum-id-fgvc-9/train_images/2017-06-28__11-32-26-123.png,True,16
2017-06-29__11-48-51-222.jpeg,PI_157030,../input/sorghum-id-fgvc-9/train_images/2017-06-29__11-48-51-222.png,True,85
2017-06-12__13-47-06-731.jpeg,PI_153877,../input/sorghum-id-fgvc-9/train_images/2017-06-12__13-47-06-731.png,True,73
2017-06-14__15-34-59-934.jpeg,PI_156393,../input/sorghum-id-fgvc-9/train_images/2017-06-14__15-34-59-934.png,True,13
2017-06-29__10-30-00-017.jpeg,PI_196583,../input/sorghum-id-fgvc-9/train_images/2017-06-29__10-30-00-017.png,True,41
2017-06-27__13-20-27-598.jpeg,PI_218112,../input/sorghum-id-fgvc-9/train_images/2017-06-27__13-20-27-598.png,True,86
2017-06-23__11-23-47-258.jpeg,PI_152816,../input/sorghum-id-fgvc-9/train_images/2017-06-23__11-23-47-258.png,True,21
2017-06-19__18-13-42-771.jpeg,PI_273465,../input/sorghum-id-fgvc-9/train_images/2017-06-19__18-13-42-771.png,True,35
2017-06-18__14-41-22-042.jpeg,PI_176766,../input/sorghum-id-fgvc-9/train_images/2017-06-18__14-41-22-042.png,True,4
2017-06-17__14-21-44-730.jpeg,PI_52606,../input/sorghum-id-fgvc-9/train_images/2017-06-17__14-21-44-730.png,True,7
2017-06-23__13-16-47-812.jpeg,PI_297130,../input/sorghum-id-fgvc-9/train_images/2017-06-23__13-16-47-812.png,True,68
2017-06-16__14-09-57-215.jpeg,PI_155885,../input/sorghum-id-fgvc-9/train_images/2017-06-16__14-09-57-215.png,True,92
2017-06-23__11-23-30-282.jpeg,PI_152961,../input/sorghum-id-fgvc-9/train_images/2017-06-23__11-23-30-282.png,True,27
2017-06-04__12-53-30-961.jpeg,PI_197542,../input/sorghum-id-fgvc-9/train_images/2017-06-04__12-53-30-961.png,True,43
2017-06-21__14-05-46-421.jpeg,PI_145619,../input/sorghum-id-fgvc-9/train_images/2017-06-21__14-05-46-421.png,True,57
2017-06-03__11-57-59-880.jpeg,PI_329319,../input/sorghum-id-fgvc-9/train_images/2017-06-03__11-57-59-880.png,True,88
2017-06-28__11-05-18-053.jpeg,PI_154846,../input/sorghum-id-fgvc-9/train_images/2017-06-28__11-05-18-053.png,True,70
2017-06-02__16-19-04-417.jpeg,PI_144134,../input/sorghum-id-fgvc-9/train_images/2017-06-02__16-19-04-417.png,True,84
2017-06-21__14-13-10-351.jpeg,PI_92270,../input/sorghum-id-fgvc-9/train_images/2017-06-21__14-13-10-351.png,True,2
2017-06-14__15-02-45-188.jpeg,PI_157804,../input/sorghum-id-fgvc-9/train_images/2017-06-14__15-02-45-188.png,True,49
2017-06-09__12-08-04-321.jpeg,PI_180348,../input/sorghum-id-fgvc-9/train_images/2017-06-09__12-08-04-321.png,True,39
2017-06-29__12-26-51-089.jpeg,PI_221548,../input/sorghum-id-fgvc-9/train_images/2017-06-29__12-26-51-089.png,True,33
2017-06-09__12-30-01-588.jpeg,PI_154844,../input/sorghum-id-fgvc-9/train_images/2017-06-09__12-30-01-588.png,True,53
2017-06-14__15-07-21-447.jpeg,PI_152651,../input/sorghum-id-fgvc-9/train_images/2017-06-14__15-07-21-447.png,True,3
2017-06-26__18-09-28-505.jpeg,PI_155516,../input/sorghum-id-fgvc-9/train_images/2017-06-26__18-09-28-505.png,True,98
2017-06-12__13-11-53-314.jpeg,PI_221651,../input/sorghum-id-fgvc-9/train_images/2017-06-12__13-11-53-314.png,True,22
2017-06-14__11-54-29-271.jpeg,PI_154987,../input/sorghum-id-fgvc-9/train_images/2017-06-14__11-54-29-271.png,True,1
2017-06-04__13-38-46-676.jpeg,PI_329326,../input/sorghum-id-fgvc-9/train_images/2017-06-04__13-38-46-676.png,True,79
2017-06-03__13-13-31-222.jpeg,PI_229841,../input/sorghum-id-fgvc-9/train_images/2017-06-03__13-13-31-222.png,True,69
2017-06-19__18-08-30-298.jpeg,PI_179749,../input/sorghum-id-fgvc-9/train_images/2017-06-19__18-08-30-298.png,True,28
2017-06-14__13-35-21-689.jpeg,PI_329338,../input/sorghum-id-fgvc-9/train_images/2017-06-14__13-35-21-689.png,True,40
2017-06-16__11-57-06-427.jpeg,PI_156463,../input/sorghum-id-fgvc-9/train_images/2017-06-16__11-57-06-427.png,True,11
2017-06-27__11-06-26-580.jpeg,PI_297171,../input/sorghum-id-fgvc-9/train_images/2017-06-27__11-06-26-580.png,True,25
2017-06-17__14-01-08-852.jpeg,PI_229841,../input/sorghum-id-fgvc-9/train_images/2017-06-17__14-01-08-852.png,True,69
2017-06-15__13-55-51-065.jpeg,PI_155516,../input/sorghum-id-fgvc-9/train_images/2017-06-15__13-55-51-065.png,True,98
2017-06-23__11-56-49-789.jpeg,PI_152730,../input/sorghum-id-fgvc-9/train_images/2017-06-23__11-56-49-789.png,True,52
2017-06-15__12-27-35-901.jpeg,PI_153877,../input/sorghum-id-fgvc-9/train_images/2017-06-15__12-27-35-901.png,True,73
2017-06-09__12-17-24-779.jpeg,PI_303658,../input/sorghum-id-fgvc-9/train_images/2017-06-09__12-17-24-779.png,True,82
2017-06-17__14-28-11-211.jpeg,PI_152965,../input/sorghum-id-fgvc-9/train_images/2017-06-17__14-28-11-211.png,True,37
2017-06-13__12-50-28-085.jpeg,PI_229841,../input/sorghum-id-fgvc-9/train_images/2017-06-13__12-50-28-085.png,True,69
2017-06-27__12-50-28-655.jpeg,PI_152651,../input/sorghum-id-fgvc-9/train_images/2017-06-27__12-50-28-655.png,True,3
2017-06-14__13-56-27-703.jpeg,PI_255744,../input/sorghum-id-fgvc-9/train_images/2017-06-14__13-56-27-703.png,True,50
2017-06-26__11-41-07-906.jpeg,PI_229841,../input/sorghum-id-fgvc-9/train_images/2017-06-26__11-41-07-906.png,True,69
2017-06-26__12-39-32-837.jpeg,PI_196049,../input/sorghum-id-fgvc-9/train_images/2017-06-26__12-39-32-837.png,True,29
2017-06-20__12-47-57-421.jpeg,PI_255239,../input/sorghum-id-fgvc-9/train_images/2017-06-20__12-47-57-421.png,True,87
2017-06-23__12-35-51-241.jpeg,PI_273465,../input/sorghum-id-fgvc-9/train_images/2017-06-23__12-35-51-241.png,True,35
2017-06-01__10-48-39-918.jpeg,PI_52606,../input/sorghum-id-fgvc-9/train_images/2017-06-01__10-48-39-918.png,True,7
2017-06-21__13-46-40-565.jpeg,PI_167093,../input/sorghum-id-fgvc-9/train_images/2017-06-21__13-46-40-565.png,True,81
2017-06-04__14-12-20-777.jpeg,PI_154750,../input/sorghum-id-fgvc-9/train_images/2017-06-04__14-12-20-777.png,True,19
2017-06-14__16-30-48-975.jpeg,PI_154944,../input/sorghum-id-fgvc-9/train_images/2017-06-14__16-30-48-975.png,True,90
2017-06-02__17-07-56-213.jpeg,PI_253986,../input/sorghum-id-fgvc-9/train_images/2017-06-02__17-07-56-213.png,True,72
2017-06-09__12-48-29-662.jpeg,PI_156463,../input/sorghum-id-fgvc-9/train_images/2017-06-09__12-48-29-662.png,True,11
2017-06-20__13-14-34-347.jpeg,PI_329256,../input/sorghum-id-fgvc-9/train_images/2017-06-20__13-14-34-347.png,True,48
2017-06-01__10-38-03-273.jpeg,PI_157030,../input/sorghum-id-fgvc-9/train_images/2017-06-01__10-38-03-273.png,True,85
2017-06-02__17-31-04-006.jpeg,PI_154844,../input/sorghum-id-fgvc-9/train_images/2017-06-02__17-31-04-006.png,True,53
2017-06-15__11-45-19-597.jpeg,PI_195754,../input/sorghum-id-fgvc-9/train_images/2017-06-15__11-45-19-597.png,True,61
2017-06-03__12-34-22-752.jpeg,PI_329351,../input/sorghum-id-fgvc-9/train_images/2017-06-03__12-34-22-752.png,True,26
2017-06-18__14-26-51-526.jpeg,PI_175919,../input/sorghum-id-fgvc-9/train_images/2017-06-18__14-26-51-526.png,True,24
2017-06-20__12-37-13-229.jpeg,PI_229841,../input/sorghum-id-fgvc-9/train_images/2017-06-20__12-37-13-229.png,True,69
2017-06-26__18-06-19-724.jpeg,PI_152728,../input/sorghum-id-fgvc-9/train_images/2017-06-26__18-06-19-724.png,True,67
2017-06-13__12-29-06-965.jpeg,PI_152862,../input/sorghum-id-fgvc-9/train_images/2017-06-13__12-29-06-965.png,True,65
2017-06-15__14-25-02-239.jpeg,PI_196586,../input/sorghum-id-fgvc-9/train_images/2017-06-15__14-25-02-239.png,True,10
2017-06-04__12-48-30-481.jpeg,PI_152965,../input/sorghum-id-fgvc-9/train_images/2017-06-04__12-48-30-481.png,True,37
2017-06-29__10-29-21-051.jpeg,PI_213900,../input/sorghum-id-fgvc-9/train_images/2017-06-29__10-29-21-051.png,True,20
2017-06-01__12-37-49-099.jpeg,PI_297171,../input/sorghum-id-fgvc-9/train_images/2017-06-01__12-37-49-099.png,True,25
2017-06-09__12-47-36-241.jpeg,PI_253986,../input/sorghum-id-fgvc-9/train_images/2017-06-09__12-47-36-241.png,True,72
2017-06-20__13-13-35-331.jpeg,PI_297130,../input/sorghum-id-fgvc-9/train_images/2017-06-20__13-13-35-331.png,True,68
2017-06-28__11-50-47-355.jpeg,PI_170787,../input/sorghum-id-fgvc-9/train_images/2017-06-28__11-50-47-355.png,True,23
2017-06-15__11-36-39-868.jpeg,PI_155885,../input/sorghum-id-fgvc-9/train_images/2017-06-15__11-36-39-868.png,True,92
2017-06-16__13-52-04-909.jpeg,PI_157035,../input/sorghum-id-fgvc-9/train_images/2017-06-16__13-52-04-909.png,True,75
2017-06-22__12-59-50-071.jpeg,PI_217691,../input/sorghum-id-fgvc-9/train_images/2017-06-22__12-59-50-071.png,True,77
2017-06-29__11-47-54-272.jpeg,PI_152860,../input/sorghum-id-fgvc-9/train_images/2017-06-29__11-47-54-272.png,True,51
2017-06-20__11-20-12-208.jpeg,PI_181080,../input/sorghum-id-fgvc-9/train_images/2017-06-20__11-20-12-208.png,True,76
2017-06-01__11-20-27-104.jpeg,PI_154750,../input/sorghum-id-fgvc-9/train_images/2017-06-01__11-20-27-104.png,True,19
2017-06-15__13-52-46-678.jpeg,PI_167093,../input/sorghum-id-fgvc-9/train_images/2017-06-15__13-52-46-678.png,True,81
2017-06-01__12-04-30-914.jpeg,PI_176766,../input/sorghum-id-fgvc-9/train_images/2017-06-01__12-04-30-914.png,True,4
2017-06-04__12-45-06-457.jpeg,PI_229841,../input/sorghum-id-fgvc-9/train_images/2017-06-04__12-45-06-457.png,True,69
2017-06-15__12-04-56-136.jpeg,PI_22913,../input/sorghum-id-fgvc-9/train_images/2017-06-15__12-04-56-136.png,True,12
2017-06-16__12-33-07-160.jpeg,PI_253986,../input/sorghum-id-fgvc-9/train_images/2017-06-16__12-33-07-160.png,True,72
2017-06-23__19-05-06-211.jpeg,PI_152862,../input/sorghum-id-fgvc-9/train_images/2017-06-23__19-05-06-211.png,True,65
2017-06-28__11-19-48-514.jpeg,PI_273465,../input/sorghum-id-fgvc-9/train_images/2017-06-28__11-19-48-514.png,True,35
2017-06-03__13-00-20-051.jpeg,PI_179749,../input/sorghum-id-fgvc-9/train_images/2017-06-03__13-00-20-051.png,True,28
2017-06-04__13-12-02-341.jpeg,PI_145619,../input/sorghum-id-fgvc-9/train_images/2017-06-04__13-12-02-341.png,True,57
2017-06-01__12-30-11-780.jpeg,PI_255744,../input/sorghum-id-fgvc-9/train_images/2017-06-01__12-30-11-780.png,True,50
2017-06-15__13-10-20-080.jpeg,PI_154846,../input/sorghum-id-fgvc-9/train_images/2017-06-15__13-10-20-080.png,True,70
2017-06-12__14-43-15-890.jpeg,PI_152966,../input/sorghum-id-fgvc-9/train_images/2017-06-12__14-43-15-890.png,True,34
2017-06-04__14-03-43-566.jpeg,PI_155516,../input/sorghum-id-fgvc-9/train_images/2017-06-04__14-03-43-566.png,True,98
2017-06-17__12-43-24-978.jpeg,PI_257600,../input/sorghum-id-fgvc-9/train_images/2017-06-17__12-43-24-978.png,True,91
2017-06-02__16-28-53-481.jpeg,PI_297171,../input/sorghum-id-fgvc-9/train_images/2017-06-02__16-28-53-481.png,True,25
2017-06-26__11-37-53-644.jpeg,PI_167093,../input/sorghum-id-fgvc-9/train_images/2017-06-26__11-37-53-644.png,True,81
2017-06-17__13-00-34-046.jpeg,PI_155760,../input/sorghum-id-fgvc-9/train_images/2017-06-17__13-00-34-046.png,True,66
2017-06-28__10-08-00-892.jpeg,PI_152961,../input/sorghum-id-fgvc-9/train_images/2017-06-28__10-08-00-892.png,True,27
2017-06-17__13-52-51-471.jpeg,PI_267573,../input/sorghum-id-fgvc-9/train_images/2017-06-17__13-52-51-471.png,True,63
2017-06-01__12-07-06-529.jpeg,PI_146890,../input/sorghum-id-fgvc-9/train_images/2017-06-01__12-07-06-529.png,True,36
2017-06-13__12-28-38-474.jpeg,PI_297130,../input/sorghum-id-fgvc-9/train_images/2017-06-13__12-28-38-474.png,True,68
2017-06-21__11-52-39-309.jpeg,PI_156268,../input/sorghum-id-fgvc-9/train_images/2017-06-21__11-52-39-309.png,True,95
2017-06-29__11-01-53-468.jpeg,PI_297155,../input/sorghum-id-fgvc-9/train_images/2017-06-29__11-01-53-468.png,True,58
2017-06-03__11-47-43-899.jpeg,PI_154750,../input/sorghum-id-fgvc-9/train_images/2017-06-03__11-47-43-899.png,True,19
2017-06-04__14-42-43-398.jpeg,PI_154988,../input/sorghum-id-fgvc-9/train_images/2017-06-04__14-42-43-398.png,True,46
2017-06-22__12-15-17-942.jpeg,PI_175919,../input/sorghum-id-fgvc-9/train_images/2017-06-22__12-15-17-942.png,True,24
2017-06-16__12-35-19-841.jpeg,PI_154750,../input/sorghum-id-fgvc-9/train_images/2017-06-16__12-35-19-841.png,True,19
2017-06-28__10-07-47-852.jpeg,PI_152816,../input/sorghum-id-fgvc-9/train_images/2017-06-28__10-07-47-852.png,True,21
2017-06-21__12-17-52-201.jpeg,PI_276837,../input/sorghum-id-fgvc-9/train_images/2017-06-21__12-17-52-201.png,True,60
2017-06-12__14-32-20-474.jpeg,PI_156330,../input/sorghum-id-fgvc-9/train_images/2017-06-12__14-32-20-474.png,True,5
2017-06-16__12-34-08-948.jpeg,PI_52606,../input/sorghum-id-fgvc-9/train_images/2017-06-16__12-34-08-948.png,True,7
2017-06-23__18-28-50-931.jpeg,PI_196598,../input/sorghum-id-fgvc-9/train_images/2017-06-23__18-28-50-931.png,True,54
2017-06-28__10-28-09-318.jpeg,PI_155760,../input/sorghum-id-fgvc-9/train_images/2017-06-28__10-28-09-318.png,True,66
2017-06-04__14-00-18-289.jpeg,PI_251672,../input/sorghum-id-fgvc-9/train_images/2017-06-04__14-00-18-289.png,True,18
2017-06-21__14-03-41-654.jpeg,PI_156217,../input/sorghum-id-fgvc-9/train_images/2017-06-21__14-03-41-654.png,True,74
2017-06-01__12-30-55-609.jpeg,PI_255744,../input/sorghum-id-fgvc-9/train_images/2017-06-01__12-30-55-609.png,True,50
2017-06-22__12-00-33-386.jpeg,PI_181080,../input/sorghum-id-fgvc-9/train_images/2017-06-22__12-00-33-386.png,True,76
2017-06-16__12-27-11-268.jpeg,PI_154987,../input/sorghum-id-fgvc-9/train_images/2017-06-16__12-27-11-268.png,True,1
2017-06-20__12-11-32-679.jpeg,PI_276837,../input/sorghum-id-fgvc-9/train_images/2017-06-20__12-11-32-679.png,True,60
2017-06-20__12-58-49-914.jpeg,PI_253986,../input/sorghum-id-fgvc-9/train_images/2017-06-20__12-58-49-914.png,True,72
2017-06-13__12-52-13-944.jpeg,PI_229841,../input/sorghum-id-fgvc-9/train_images/2017-06-13__12-52-13-944.png,True,69
2017-06-27__13-21-00-530.jpeg,PI_179749,../input/sorghum-id-fgvc-9/train_images/2017-06-27__13-21-00-530.png,True,28
2017-06-09__12-57-49-146.jpeg,PI_176766,../input/sorghum-id-fgvc-9/train_images/2017-06-09__12-57-49-146.png,True,4
2017-06-20__12-59-34-862.jpeg,PI_144134,../input/sorghum-id-fgvc-9/train_images/2017-06-20__12-59-34-862.png,True,84
2017-06-22__13-17-31-858.jpeg,PI_229841,../input/sorghum-id-fgvc-9/train_images/2017-06-22__13-17-31-858.png,True,69
2017-06-02__17-08-14-235.jpeg,PI_156463,../input/sorghum-id-fgvc-9/train_images/2017-06-02__17-08-14-235.png,True,11
2017-06-13__12-19-54-212.jpeg,PI_156217,../input/sorghum-id-fgvc-9/train_images/2017-06-13__12-19-54-212.png,True,74
2017-06-01__11-50-51-458.jpeg,PI_154846,../input/sorghum-id-fgvc-9/train_images/2017-06-01__11-50-51-458.png,True,70
2017-06-02__16-55-10-625.jpeg,PI_152923,../input/sorghum-id-fgvc-9/train_images/2017-06-02__16-55-10-625.png,True,83
2017-06-15__13-11-32-062.jpeg,PI_156326,../input/sorghum-id-fgvc-9/train_images/2017-06-15__13-11-32-062.png,True,45
2017-06-13__11-01-24-420.jpeg,PI_154944,../input/sorghum-id-fgvc-9/train_images/2017-06-13__11-01-24-420.png,True,90
2017-06-28__10-56-00-440.jpeg,PI_329319,../input/sorghum-id-fgvc-9/train_images/2017-06-28__10-56-00-440.png,True,88
2017-06-23__11-21-14-132.jpeg,PI_181083,../input/sorghum-id-fgvc-9/train_images/2017-06-23__11-21-14-132.png,True,99
2017-06-20__12-22-50-770.jpeg,PI_156463,../input/sorghum-id-fgvc-9/train_images/2017-06-20__12-22-50-770.png,True,11
2017-06-21__13-05-53-548.jpeg,PI_144134,../input/sorghum-id-fgvc-9/train_images/2017-06-21__13-05-53-548.png,True,84
2017-06-17__14-02-58-711.jpeg,PI_152828,../input/sorghum-id-fgvc-9/train_images/2017-06-17__14-02-58-711.png,True,15
2017-06-28__11-14-26-928.jpeg,PI_152967,../input/sorghum-id-fgvc-9/train_images/2017-06-28__11-14-26-928.png,True,44
2017-06-28__14-07-44-416.jpeg,PI_157030,../input/sorghum-id-fgvc-9/train_images/2017-06-28__14-07-44-416.png,True,85
2017-06-29__11-50-06-566.jpeg,PI_329301,../input/sorghum-id-fgvc-9/train_images/2017-06-29__11-50-06-566.png,True,71
2017-06-29__12-26-33-089.jpeg,PI_152591,../input/sorghum-id-fgvc-9/train_images/2017-06-29__12-26-33-089.png,True,80
2017-06-09__13-29-08-218.jpeg,PI_297171,../input/sorghum-id-fgvc-9/train_images/2017-06-09__13-29-08-218.png,True,25
2017-06-22__12-51-59-699.jpeg,PI_157035,../input/sorghum-id-fgvc-9/train_images/2017-06-22__12-51-59-699.png,True,75
2017-06-20__12-40-55-437.jpeg,PI_266927,../input/sorghum-id-fgvc-9/train_images/2017-06-20__12-40-55-437.png,True,30
2017-06-29__12-27-17-069.jpeg,PI_156890,../input/sorghum-id-fgvc-9/train_images/2017-06-29__12-27-17-069.png,True,97
2017-06-20__12-01-12-240.jpeg,PI_221651,../input/sorghum-id-fgvc-9/train_images/2017-06-20__12-01-12-240.png,True,22
2017-06-15__12-18-20-249.jpeg,PI_329326,../input/sorghum-id-fgvc-9/train_images/2017-06-15__12-18-20-249.png,True,79
2017-06-15__12-41-07-989.jpeg,PI_297171,../input/sorghum-id-fgvc-9/train_images/2017-06-15__12-41-07-989.png,True,25
2017-06-29__10-29-48-023.jpeg,PI_181080,../input/sorghum-id-fgvc-9/train_images/2017-06-29__10-29-48-023.png,True,76
2017-06-26__13-10-29-753.jpeg,PI_144134,../input/sorghum-id-fgvc-9/train_images/2017-06-26__13-10-29-753.png,True,84
2017-06-22__11-59-45-455.jpeg,PI_257600,../input/sorghum-id-fgvc-9/train_images/2017-06-22__11-59-45-455.png,True,91
2017-06-04__14-15-44-225.jpeg,PI_152730,../input/sorghum-id-fgvc-9/train_images/2017-06-04__14-15-44-225.png,True,52
2017-06-04__13-01-16-665.jpeg,PI_217691,../input/sorghum-id-fgvc-9/train_images/2017-06-04__13-01-16-665.png,True,77
2017-06-27__12-24-42-781.jpeg,PI_19770,../input/sorghum-id-fgvc-9/train_images/2017-06-27__12-24-42-781.png,True,64
2017-06-03__12-36-48-050.jpeg,PI_152651,../input/sorghum-id-fgvc-9/train_images/2017-06-03__12-36-48-050.png,True,3
2017-06-26__11-55-12-461.jpeg,PI_154987,../input/sorghum-id-fgvc-9/train_images/2017-06-26__11-55-12-461.png,True,1
2017-06-12__13-16-04-715.jpeg,PI_229841,../input/sorghum-id-fgvc-9/train_images/2017-06-12__13-16-04-715.png,True,69
2017-06-02__16-57-44-862.jpeg,PI_152771,../input/sorghum-id-fgvc-9/train_images/2017-06-02__16-57-44-862.png,True,42
2017-06-15__12-13-56-922.jpeg,PI_152771,../input/sorghum-id-fgvc-9/train_images/2017-06-15__12-13-56-922.png,True,42
2017-06-13__11-37-50-838.jpeg,PI_329301,../input/sorghum-id-fgvc-9/train_images/2017-06-13__11-37-50-838.png,True,71
2017-06-03__13-09-38-983.jpeg,PI_92270,../input/sorghum-id-fgvc-9/train_images/2017-06-03__13-09-38-983.png,True,2
2017-06-22__12-41-33-593.jpeg,PI_221651,../input/sorghum-id-fgvc-9/train_images/2017-06-22__12-41-33-593.png,True,22
2017-06-13__12-20-37-597.jpeg,PI_196586,../input/sorghum-id-fgvc-9/train_images/2017-06-13__12-20-37-597.png,True,10
2017-06-27__10-45-10-304.jpeg,PI_156487,../input/sorghum-id-fgvc-9/train_images/2017-06-27__10-45-10-304.png,True,89
2017-06-27__12-41-33-976.jpeg,PI_267573,../input/sorghum-id-fgvc-9/train_images/2017-06-27__12-41-33-976.png,True,63
2017-06-17__13-43-54-293.jpeg,PI_152967,../input/sorghum-id-fgvc-9/train_images/2017-06-17__13-43-54-293.png,True,44
2017-06-27__13-26-10-966.jpeg,PI_297130,../input/sorghum-id-fgvc-9/train_images/2017-06-27__13-26-10-966.png,True,68
2017-06-03__12-00-38-887.jpeg,PI_329319,../input/sorghum-id-fgvc-9/train_images/2017-06-03__12-00-38-887.png,True,88
2017-06-04__13-37-15-480.jpeg,PI_253986,../input/sorghum-id-fgvc-9/train_images/2017-06-04__13-37-15-480.png,True,72
2017-06-28__12-38-57-863.jpeg,PI_157035,../input/sorghum-id-fgvc-9/train_images/2017-06-28__12-38-57-863.png,True,75
2017-06-20__12-37-41-534.jpeg,PI_302252,../input/sorghum-id-fgvc-9/train_images/2017-06-20__12-37-41-534.png,True,93
2017-06-15__14-21-42-886.jpeg,PI_52606,../input/sorghum-id-fgvc-9/train_images/2017-06-15__14-21-42-886.png,True,7
2017-06-03__13-06-13-928.jpeg,PI_144134,../input/sorghum-id-fgvc-9/train_images/2017-06-03__13-06-13-928.png,True,84
2017-06-16__11-57-22-695.jpeg,PI_273969,../input/sorghum-id-fgvc-9/train_images/2017-06-16__11-57-22-695.png,True,9
2017-06-28__11-59-59-546.jpeg,PI_179749,../input/sorghum-id-fgvc-9/train_images/2017-06-28__11-59-59-546.png,True,28
2017-06-27__11-06-49-560.jpeg,PI_146890,../input/sorghum-id-fgvc-9/train_images/2017-06-27__11-06-49-560.png,True,36
2017-06-16__11-23-19-821.jpeg,PI_152730,../input/sorghum-id-fgvc-9/train_images/2017-06-16__11-23-19-821.png,True,52
2017-06-17__12-52-14-915.jpeg,PI_152728,../input/sorghum-id-fgvc-9/train_images/2017-06-17__12-52-14-915.png,True,67
2017-06-23__16-44-39-082.jpeg,PI_196586,../input/sorghum-id-fgvc-9/train_images/2017-06-23__16-44-39-082.png,True,10
2017-06-26__11-36-38-777.jpeg,PI_229841,../input/sorghum-id-fgvc-9/train_images/2017-06-26__11-36-38-777.png,True,69
2017-06-12__13-47-55-571.jpeg,PI_22913,../input/sorghum-id-fgvc-9/train_images/2017-06-12__13-47-55-571.png,True,12
2017-06-11__13-30-06-475.jpeg,PI_157030,../input/sorghum-id-fgvc-9/train_images/2017-06-11__13-30-06-475.png,True,85
2017-06-13__11-26-48-784.jpeg,PI_329256,../input/sorghum-id-fgvc-9/train_images/2017-06-13__11-26-48-784.png,True,48
2017-06-22__12-54-02-790.jpeg,PI_154846,../input/sorghum-id-fgvc-9/train_images/2017-06-22__12-54-02-790.png,True,70
2017-06-15__13-40-47-103.jpeg,PI_152828,../input/sorghum-id-fgvc-9/train_images/2017-06-15__13-40-47-103.png,True,15
2017-06-27__12-26-18-173.jpeg,PI_154846,../input/sorghum-id-fgvc-9/train_images/2017-06-27__12-26-18-173.png,True,70
2017-06-28__11-40-40-390.jpeg,PI_156178,../input/sorghum-id-fgvc-9/train_images/2017-06-28__11-40-40-390.png,True,59
2017-06-03__11-42-53-240.jpeg,PI_196049,../input/sorghum-id-fgvc-9/train_images/2017-06-03__11-42-53-240.png,True,29
2017-06-23__11-23-00-366.jpeg,PI_213900,../input/sorghum-id-fgvc-9/train_images/2017-06-23__11-23-00-366.png,True,20
2017-06-17__13-17-27-013.jpeg,PI_303658,../input/sorghum-id-fgvc-9/train_images/2017-06-17__13-17-27-013.png,True,82
2017-06-20__12-02-34-099.jpeg,PI_329338,../input/sorghum-id-fgvc-9/train_images/2017-06-20__12-02-34-099.png,True,40
2017-06-26__11-56-05-375.jpeg,PI_196049,../input/sorghum-id-fgvc-9/train_images/2017-06-26__11-56-05-375.png,True,29
2017-06-17__14-10-25-001.jpeg,PI_255744,../input/sorghum-id-fgvc-9/train_images/2017-06-17__14-10-25-001.png,True,50
2017-06-01__10-37-08-466.jpeg,PI_157030,../input/sorghum-id-fgvc-9/train_images/2017-06-01__10-37-08-466.png,True,85
2017-06-02__16-13-50-934.jpeg,PI_229841,../input/sorghum-id-fgvc-9/train_images/2017-06-02__16-13-50-934.png,True,69
2017-06-12__14-06-51-630.jpeg,PI_329326,../input/sorghum-id-fgvc-9/train_images/2017-06-12__14-06-51-630.png,True,79
2017-06-16__12-33-07-821.jpeg,PI_253986,../input/sorghum-id-fgvc-9/train_images/2017-06-16__12-33-07-821.png,True,72
2017-06-28__10-09-31-704.jpeg,PI_181083,../input/sorghum-id-fgvc-9/train_images/2017-06-28__10-09-31-704.png,True,99
